Tick,Bandicoots,Invaders,Foxes,Grass_Health_Index,Total_Bandicoots_Eaten,Trap_Deaths,Old_Age_Deaths,Hunger_Deaths
93,3,0,0,3255.8,39,475,15,5
94,2,0,0,3256.33,39,476,15,5
95,2,0,0,3256.54,39,476,15,5
96,1,0,0,3255.79,39,477,15,5
97,1,0,0,3256.62,39,477,15,5
98,1,0,0,3256.95,39,477,15,5
99,1,0,0,3257.28,39,477,15,5
100,2,0,0,3257.98,39,477,15,5
101,2,0,0,3259.3,39,477,15,5
102,1,0,0,3259.66,39,478,15,5
103,1,0,0,3259.49,39,478,15,5
104,1,0,0,3259.97,39,478,15,5
105,1,0,0,3260.95,39,478,15,5
106,1,0,0,3260.79,39,478,15,5
107,1,0,0,3261.3,39,478,15,5
108,1,0,0,3261.95,39,478,15,5
109,1,0,0,3262.93,39,478,15,5
110,3,0,0,3263.28,39,478,15,5
111,1,0,0,3263.62,39,480,15,5
112,1,0,0,3263.46,39,480,15,5
113,1,0,0,3263.93,39,480,15,5
114,1,0,0,3264.28,39,480,15,5
115,1,0,0,3263.48,39,480,15,5
116,1,0,0,3265.11,39,480,15,5
117,0,0,0,3265.79,39,481,15,5
118,0,0,0,3266.77,39,481,15,5
119,0,0,0,3267.44,39,481,15,5
120,0,0,0,3267.79,39,481,15,5
121,0,0,0,3268.15,39,481,15,5
122,0,0,0,3268.16,39,481,15,5
123,0,0,0,3268.16,39,481,15,5
124,0,0,0,3268.16,39,481,15,5
125,0,0,0,3268.16,39,481,15,5
126,0,0,0,3269.49,39,481,15,5
127,0,0,0,3269.49,39,481,15,5
128,0,0,0,3269.49,39,481,15,5
129,0,0,0,3269.85,39,481,15,5
130,0,0,0,3269.85,39,481,15,5
131,0,0,0,3270.51,39,481,15,5
132,0,0,0,3270.51,39,481,15,5
133,0,0,0,3271.49,39,481,15,5
134,0,0,0,3271.51,39,481,15,5
135,0,0,0,3271.52,39,481,15,5
136,0,0,0,3271.56,39,481,15,5
137,0,0,0,3271.9,39,481,15,5
138,0,0,0,3272.23,39,481,15,5
139,0,0,0,3272.23,39,481,15,5
140,0,0,0,3272.23,39,481,15,5
141,0,0,0,3272.23,39,481,15,5
142,0,0,0,3272.56,39,481,15,5
143,0,0,0,3272.56,39,481,15,5
144,0,0,0,3272.56,39,481,15,5
145,0,0,0,3272.89,39,481,15,5
146,0,0,0,3273.23,39,481,15,5
147,0,0,0,3273.56,39,481,15,5
148,0,0,0,3273.56,39,481,15,5
149,0,0,0,3273.89,39,481,15,5
150,0,0,0,3273.9,39,481,15,5
151,0,0,0,3273.9,39,481,15,5
152,0,0,0,3273.92,39,481,15,5
153,0,0,0,3273.92,39,481,15,5
154,0,0,0,3273.95,39,481,15,5
155,0,0,0,3273.95,39,481,15,5
156,0,0,0,3273.95,39,481,15,5
157,0,0,0,3273.97,39,481,15,5
158,0,0,0,3273.97,39,481,15,5
159,0,0,0,3273.97,39,481,15,5
160,0,0,0,3273.97,39,481,15,5
161,0,0,0,3273.97,39,481,15,5
162,0,0,0,3273.97,39,481,15,5
163,0,0,0,3273.97,39,481,15,5
164,0,0,0,3273.97,39,481,15,5
165,0,0,0,3273.97,39,481,15,5
166,0,0,0,3273.98,39,481,15,5
167,0,0,0,3274,39,481,15,5
168,0,0,0,3274,39,481,15,5
169,0,0,0,3274,39,481,15,5
170,0,0,0,3274,39,481,15,5
171,0,0,0,3274,39,481,15,5
172,0,0,0,3274,39,481,15,5
173,0,0,0,3274,39,481,15,5
174,0,0,0,3274,39,481,15,5
175,0,0,0,3274,39,481,15,5
176,0,0,0,3274,39,481,15,5
177,0,0,0,3274,39,481,15,5
178,0,0,0,3274,39,481,15,5
179,0,0,0,3274,39,481,15,5
180,0,0,0,3274,39,481,15,5
181,0,0,0,3274,39,481,15,5
182,0,0,0,3274,39,481,15,5
183,0,0,0,3274,39,481,15,5
184,0,0,0,3274,39,481,15,5
185,0,0,0,3274,39,481,15,5
186,0,0,0,3274,39,481,15,5
187,0,0,0,3274,39,481,15,5
188,0,0,0,3274,39,481,15,5
189,0,0,0,3274,39,481,15,5
190,0,0,0,3274,39,481,15,5
191,0,0,0,3274,39,481,15,5
192,0,0,0,3274,39,481,15,5
193,0,0,0,3274,39,481,15,5
194,0,0,0,3274,39,481,15,5
195,0,0,0,3274,39,481,15,5
196,0,0,0,3274,39,481,15,5
197,0,0,0,3274,39,481,15,5
198,0,0,0,3274,39,481,15,5
199,0,0,0,3274,39,481,15,5
200,0,0,0,3274,39,481,15,5
201,0,0,0,3274,39,481,15,5
202,0,0,0,3274,39,481,15,5
203,0,0,0,3274,39,481,15,5
204,0,0,0,3274,39,481,15,5
205,0,0,0,3274,39,481,15,5
206,0,0,0,3274,39,481,15,5
207,0,0,0,3274,39,481,15,5
208,0,0,0,3274,39,481,15,5
209,0,0,0,3274,39,481,15,5
210,0,0,0,3274,39,481,15,5
211,0,0,0,3274,39,481,15,5
212,0,0,0,3274,39,481,15,5
213,0,0,0,3274,39,481,15,5
214,0,0,0,3274,39,481,15,5
215,0,0,0,3274,39,481,15,5
216,0,0,0,3274,39,481,15,5
217,0,0,0,3274,39,481,15,5
218,0,0,0,3274,39,481,15,5
219,0,0,0,3274,39,481,15,5
220,0,0,0,3274,39,481,15,5
221,0,0,0,3274,39,481,15,5
222,0,0,0,3274,39,481,15,5
223,0,0,0,3274,39,481,15,5
224,0,0,0,3274,39,481,15,5
225,0,0,0,3274,39,481,15,5
226,0,0,0,3274,39,481,15,5
227,0,0,0,3274,39,481,15,5
228,0,0,0,3274,39,481,15,5
229,0,0,0,3274,39,481,15,5
230,0,0,0,3274,39,481,15,5
231,0,0,0,3274,39,481,15,5
232,0,0,0,3274,39,481,15,5
233,0,0,0,3274,39,481,15,5
234,0,0,0,3274,39,481,15,5
235,0,0,0,3274,39,481,15,5
236,0,0,0,3274,39,481,15,5
237,0,0,0,3274,39,481,15,5
238,0,0,0,3274,39,481,15,5
239,0,0,0,3274,39,481,15,5
240,0,0,0,3274,39,481,15,5
241,0,0,0,3274,39,481,15,5
242,0,0,0,3274,39,481,15,5
243,0,0,0,3274,39,481,15,5
244,0,0,0,3274,39,481,15,5
245,0,0,0,3274,39,481,15,5
246,0,0,0,3274,39,481,15,5
247,0,0,0,3274,39,481,15,5
248,0,0,0,3274,39,481,15,5
249,0,0,0,3274,39,481,15,5
250,0,0,0,3274,39,481,15,5
251,0,0,0,3274,39,481,15,5
252,0,0,0,3274,39,481,15,5
253,0,0,0,3274,39,481,15,5
254,0,0,0,3274,39,481,15,5
255,0,0,0,3274,39,481,15,5
256,0,0,0,3274,39,481,15,5
257,0,0,0,3274,39,481,15,5
258,0,0,0,3274,39,481,15,5
259,0,0,0,3274,39,481,15,5
260,0,0,0,3274,39,481,15,5
261,0,0,0,3274,39,481,15,5
262,0,0,0,3274,39,481,15,5
263,0,0,0,3274,39,481,15,5
264,0,0,0,3274,39,481,15,5
265,0,0,0,3274,39,481,15,5
266,0,0,0,3274,39,481,15,5
267,0,0,0,3274,39,481,15,5
268,0,0,0,3274,39,481,15,5
269,0,0,0,3274,39,481,15,5
270,0,0,0,3274,39,481,15,5
271,0,0,0,3274,39,481,15,5
272,0,0,0,3274,39,481,15,5
273,0,0,0,3274,39,481,15,5
274,0,0,0,3274,39,481,15,5
275,0,0,0,3274,39,481,15,5
276,0,0,0,3274,39,481,15,5
277,0,0,0,3274,39,481,15,5
278,0,0,0,3274,39,481,15,5
279,0,0,0,3274,39,481,15,5
280,0,0,0,3274,39,481,15,5
281,0,0,0,3274,39,481,15,5
282,0,0,0,3274,39,481,15,5
283,0,0,0,3274,39,481,15,5
284,0,0,0,3274,39,481,15,5
285,0,0,0,3274,39,481,15,5
286,0,0,0,3274,39,481,15,5
287,0,0,0,3274,39,481,15,5
288,0,0,0,3274,39,481,15,5
289,0,0,0,3274,39,481,15,5
290,0,0,0,3274,39,481,15,5
291,0,0,0,3274,39,481,15,5
292,0,0,0,3274,39,481,15,5
293,0,0,0,3274,39,481,15,5
294,0,0,0,3274,39,481,15,5
295,0,0,0,3274,39,481,15,5
296,0,0,0,3274,39,481,15,5
297,0,0,0,3274,39,481,15,5
298,0,0,0,3274,39,481,15,5
299,0,0,0,3274,39,481,15,5
300,0,0,0,3274,39,481,15,5
301,0,0,0,3274,39,481,15,5
302,0,0,0,3274,39,481,15,5
303,0,0,0,3274,39,481,15,5
304,0,0,0,3274,39,481,15,5
305,0,0,0,3274,39,481,15,5
306,0,0,0,3274,39,481,15,5
307,0,0,0,3274,39,481,15,5
308,0,0,0,3274,39,481,15,5
309,0,0,0,3274,39,481,15,5
310,0,0,0,3274,39,481,15,5
311,0,0,0,3274,39,481,15,5
312,0,0,0,3274,39,481,15,5
313,0,0,0,3274,39,481,15,5
314,0,0,0,3274,39,481,15,5
315,0,0,0,3274,39,481,15,5
316,0,0,0,3274,39,481,15,5
317,0,0,0,3274,39,481,15,5
318,0,0,0,3274,39,481,15,5
319,0,0,0,3274,39,481,15,5
320,0,0,0,3274,39,481,15,5
321,0,0,0,3274,39,481,15,5
322,0,0,0,3274,39,481,15,5
323,0,0,0,3274,39,481,15,5
324,0,0,0,3274,39,481,15,5
325,0,0,0,3274,39,481,15,5
326,0,0,0,3274,39,481,15,5
327,0,0,0,3274,39,481,15,5
328,0,0,0,3274,39,481,15,5
329,0,0,0,3274,39,481,15,5
330,0,0,0,3274,39,481,15,5
331,0,0,0,3274,39,481,15,5
332,0,0,0,3274,39,481,15,5
333,0,0,0,3274,39,481,15,5
334,0,0,0,3274,39,481,15,5
335,0,0,0,3274,39,481,15,5
336,0,0,0,3274,39,481,15,5
337,0,0,0,3274,39,481,15,5
338,0,0,0,3274,39,481,15,5
339,0,0,0,3274,39,481,15,5
340,0,0,0,3274,39,481,15,5
341,0,0,0,3274,39,481,15,5
342,0,0,0,3274,39,481,15,5
343,0,0,0,3274,39,481,15,5
344,0,0,0,3274,39,481,15,5
345,0,0,0,3274,39,481,15,5
346,0,0,0,3274,39,481,15,5
347,0,0,0,3274,39,481,15,5
348,0,0,0,3274,39,481,15,5
349,0,0,0,3274,39,481,15,5
350,0,0,0,3274,39,481,15,5
351,0,0,0,3274,39,481,15,5
352,0,0,0,3274,39,481,15,5
353,0,0,0,3274,39,481,15,5
354,0,0,0,3274,39,481,15,5
355,0,0,0,3274,39,481,15,5
356,0,0,0,3274,39,481,15,5
357,0,0,0,3274,39,481,15,5
358,0,0,0,3274,39,481,15,5
359,0,0,0,3274,39,481,15,5
360,0,0,0,3274,39,481,15,5
361,0,0,0,3274,39,481,15,5
362,0,0,0,3274,39,481,15,5
363,0,0,0,3274,39,481,15,5
364,0,0,0,3274,39,481,15,5
365,0,0,0,3274,39,481,15,5
366,0,0,0,3274,39,481,15,5
367,0,0,0,3274,39,481,15,5
368,0,0,0,3274,39,481,15,5
369,0,0,0,3274,39,481,15,5
370,0,0,0,3274,39,481,15,5
371,0,0,0,3274,39,481,15,5
372,0,0,0,3274,39,481,15,5
373,0,0,0,3274,39,481,15,5
374,0,0,0,3274,39,481,15,5
375,0,0,0,3274,39,481,15,5
376,0,0,0,3274,39,481,15,5
377,0,0,0,3274,39,481,15,5
378,0,0,0,3274,39,481,15,5
379,0,0,0,3274,39,481,15,5
380,0,0,0,3274,39,481,15,5
381,0,0,0,3274,39,481,15,5
382,0,0,0,3274,39,481,15,5
383,0,0,0,3274,39,481,15,5
384,0,0,0,3274,39,481,15,5
385,0,0,0,3274,39,481,15,5
386,0,0,0,3274,39,481,15,5
387,0,0,0,3274,39,481,15,5
388,0,0,0,3274,39,481,15,5
389,0,0,0,3274,39,481,15,5
390,0,0,0,3274,39,481,15,5
391,0,0,0,3274,39,481,15,5
392,0,0,0,3274,39,481,15,5
393,0,0,0,3274,39,481,15,5
394,0,0,0,3274,39,481,15,5
395,0,0,0,3274,39,481,15,5
396,0,0,0,3274,39,481,15,5
397,0,0,0,3274,39,481,15,5
398,0,0,0,3274,39,481,15,5
399,0,0,0,3274,39,481,15,5
400,0,0,0,3274,39,481,15,5
401,0,0,0,3274,39,481,15,5
402,0,0,0,3274,39,481,15,5
403,0,0,0,3274,39,481,15,5
404,0,0,0,3274,39,481,15,5
405,0,0,0,3274,39,481,15,5
406,0,0,0,3274,39,481,15,5
407,0,0,0,3274,39,481,15,5
408,0,0,0,3274,39,481,15,5
409,0,0,0,3274,39,481,15,5
410,0,0,0,3274,39,481,15,5
411,0,0,0,3274,39,481,15,5
412,0,0,0,3274,39,481,15,5
413,0,0,0,3274,39,481,15,5
414,0,0,0,3274,39,481,15,5
415,0,0,0,3274,39,481,15,5
416,0,0,0,3274,39,481,15,5
417,0,0,0,3274,39,481,15,5
418,0,0,0,3274,39,481,15,5
419,0,0,0,3274,39,481,15,5
420,0,0,0,3274,39,481,15,5
421,0,0,0,3274,39,481,15,5
422,0,0,0,3274,39,481,15,5
423,0,0,0,3274,39,481,15,5
424,0,0,0,3274,39,481,15,5
425,0,0,0,3274,39,481,15,5
426,0,0,0,3274,39,481,15,5
427,0,0,0,3274,39,481,15,5
428,0,0,0,3274,39,481,15,5
429,0,0,0,3274,39,481,15,5
430,0,0,0,3274,39,481,15,5
431,0,0,0,3274,39,481,15,5
432,0,0,0,3274,39,481,15,5
433,0,0,0,3274,39,481,15,5
434,0,0,0,3274,39,481,15,5
435,0,0,0,3274,39,481,15,5
436,0,0,0,3274,39,481,15,5
437,0,0,0,3274,39,481,15,5
438,0,0,0,3274,39,481,15,5
439,0,0,0,3274,39,481,15,5
440,0,0,0,3274,39,481,15,5
441,0,0,0,3274,39,481,15,5
442,0,0,0,3274,39,481,15,5
443,0,0,0,3274,39,481,15,5
444,0,0,0,3274,39,481,15,5
445,0,0,0,3274,39,481,15,5
446,0,0,0,3274,39,481,15,5
447,0,0,0,3274,39,481,15,5
448,0,0,0,3274,39,481,15,5
449,0,0,0,3274,39,481,15,5
450,0,0,0,3274,39,481,15,5
451,0,0,0,3274,39,481,15,5
452,0,0,0,3274,39,481,15,5
453,0,0,0,3274,39,481,15,5
454,0,0,0,3274,39,481,15,5
455,0,0,0,3274,39,481,15,5
456,0,0,0,3274,39,481,15,5
457,0,0,0,3274,39,481,15,5
458,0,0,0,3274,39,481,15,5
459,0,0,0,3274,39,481,15,5
460,0,0,0,3274,39,481,15,5
461,0,0,0,3274,39,481,15,5
462,0,0,0,3274,39,481,15,5
463,0,0,0,3274,39,481,15,5
464,0,0,0,3274,39,481,15,5
465,0,0,0,3274,39,481,15,5
466,0,0,0,3274,39,481,15,5
467,0,0,0,3274,39,481,15,5
468,0,0,0,3274,39,481,15,5
469,0,0,0,3274,39,481,15,5
470,0,0,0,3274,39,481,15,5
471,0,0,0,3274,39,481,15,5
472,0,0,0,3274,39,481,15,5
473,0,0,0,3274,39,481,15,5
474,0,0,0,3274,39,481,15,5
475,0,0,0,3274,39,481,15,5
476,0,0,0,3274,39,481,15,5
477,0,0,0,3274,39,481,15,5
478,0,0,0,3274,39,481,15,5
479,0,0,0,3274,39,481,15,5
480,0,0,0,3274,39,481,15,5
481,0,0,0,3274,39,481,15,5
482,0,0,0,3274,39,481,15,5
483,0,0,0,3274,39,481,15,5
484,0,0,0,3274,39,481,15,5
485,0,0,0,3274,39,481,15,5
486,0,0,0,3274,39,481,15,5
487,0,0,0,3274,39,481,15,5
488,0,0,0,3274,39,481,15,5
489,0,0,0,3274,39,481,15,5
490,0,0,0,3274,39,481,15,5
491,0,0,0,3274,39,481,15,5
492,0,0,0,3274,39,481,15,5
493,0,0,0,3274,39,481,15,5
494,0,0,0,3274,39,481,15,5
495,0,0,0,3274,39,481,15,5
496,0,0,0,3274,39,481,15,5
497,0,0,0,3274,39,481,15,5
498,0,0,0,3274,39,481,15,5
499,0,0,0,3274,39,481,15,5
500,0,0,0,3274,39,481,15,5
501,0,0,0,3274,39,481,15,5
502,0,0,0,3274,39,481,15,5
503,0,0,0,3274,39,481,15,5
504,0,0,0,3274,39,481,15,5
505,0,0,0,3274,39,481,15,5
506,0,0,0,3274,39,481,15,5
507,0,0,0,3274,39,481,15,5
508,0,0,0,3274,39,481,15,5
509,0,0,0,3274,39,481,15,5
510,0,0,0,3274,39,481,15,5
511,0,0,0,3274,39,481,15,5
512,0,0,0,3274,39,481,15,5
513,0,0,0,3274,39,481,15,5
514,0,0,0,3274,39,481,15,5
515,0,0,0,3274,39,481,15,5
516,0,0,0,3274,39,481,15,5
517,0,0,0,3274,39,481,15,5
518,0,0,0,3274,39,481,15,5
519,0,0,0,3274,39,481,15,5
520,0,0,0,3274,39,481,15,5
521,0,0,0,3274,39,481,15,5
522,0,0,0,3274,39,481,15,5
523,0,0,0,3274,39,481,15,5
524,0,0,0,3274,39,481,15,5
525,0,0,0,3274,39,481,15,5
526,0,0,0,3274,39,481,15,5
527,0,0,0,3274,39,481,15,5
528,0,0,0,3274,39,481,15,5
529,0,0,0,3274,39,481,15,5
530,0,0,0,3274,39,481,15,5
531,0,0,0,3274,39,481,15,5
532,0,0,0,3274,39,481,15,5
533,0,0,0,3274,39,481,15,5
534,0,0,0,3274,39,481,15,5
535,0,0,0,3274,39,481,15,5
536,0,0,0,3274,39,481,15,5
537,0,0,0,3274,39,481,15,5
538,0,0,0,3274,39,481,15,5
539,0,0,0,3274,39,481,15,5
540,0,0,0,3274,39,481,15,5
541,0,0,0,3274,39,481,15,5
542,0,0,0,3274,39,481,15,5
543,0,0,0,3274,39,481,15,5
544,0,0,0,3274,39,481,15,5
545,0,0,0,3274,39,481,15,5
546,0,0,0,3274,39,481,15,5
547,0,0,0,3274,39,481,15,5
548,0,0,0,3274,39,481,15,5
549,0,0,0,3274,39,481,15,5
550,0,0,0,3274,39,481,15,5
551,0,0,0,3274,39,481,15,5
552,0,0,0,3274,39,481,15,5
553,0,0,0,3274,39,481,15,5
554,0,0,0,3274,39,481,15,5
555,0,0,0,3274,39,481,15,5
556,0,0,0,3274,39,481,15,5
557,0,0,0,3274,39,481,15,5
558,0,0,0,3274,39,481,15,5
559,0,0,0,3274,39,481,15,5
560,0,0,0,3274,39,481,15,5
561,0,0,0,3274,39,481,15,5
562,0,0,0,3274,39,481,15,5
563,0,0,0,3274,39,481,15,5
564,0,0,0,3274,39,481,15,5
565,0,0,0,3274,39,481,15,5
566,0,0,0,3274,39,481,15,5
567,0,0,0,3274,39,481,15,5
568,0,0,0,3274,39,481,15,5
569,0,0,0,3274,39,481,15,5
570,0,0,0,3274,39,481,15,5
571,0,0,0,3274,39,481,15,5
572,0,0,0,3274,39,481,15,5
573,0,0,0,3274,39,481,15,5
574,0,0,0,3274,39,481,15,5
575,0,0,0,3274,39,481,15,5
576,0,0,0,3274,39,481,15,5
577,0,0,0,3274,39,481,15,5
578,0,0,0,3274,39,481,15,5
579,0,0,0,3274,39,481,15,5
580,0,0,0,3274,39,481,15,5
581,0,0,0,3274,39,481,15,5
582,0,0,0,3274,39,481,15,5
583,0,0,0,3274,39,481,15,5
584,0,0,0,3274,39,481,15,5
585,0,0,0,3274,39,481,15,5
586,0,0,0,3274,39,481,15,5
587,0,0,0,3274,39,481,15,5
588,0,0,0,3274,39,481,15,5
589,0,0,0,3274,39,481,15,5
590,0,0,0,3274,39,481,15,5
591,0,0,0,3274,39,481,15,5
592,0,0,0,3274,39,481,15,5
593,0,0,0,3274,39,481,15,5
594,0,0,0,3274,39,481,15,5
595,0,0,0,3274,39,481,15,5
596,0,0,0,3274,39,481,15,5
597,0,0,0,3274,39,481,15,5
598,0,0,0,3274,39,481,15,5
599,0,0,0,3274,39,481,15,5
600,0,0,0,3274,39,481,15,5
601,0,0,0,3274,39,481,15,5
602,0,0,0,3274,39,481,15,5
603,0,0,0,3274,39,481,15,5
604,0,0,0,3274,39,481,15,5
605,0,0,0,3274,39,481,15,5
606,0,0,0,3274,39,481,15,5
607,0,0,0,3274,39,481,15,5
608,0,0,0,3274,39,481,15,5
609,0,0,0,3274,39,481,15,5
610,0,0,0,3274,39,481,15,5
611,0,0,0,3274,39,481,15,5
612,0,0,0,3274,39,481,15,5
613,0,0,0,3274,39,481,15,5
614,0,0,0,3274,39,481,15,5
615,0,0,0,3274,39,481,15,5
616,0,0,0,3274,39,481,15,5
617,0,0,0,3274,39,481,15,5
618,0,0,0,3274,39,481,15,5
619,0,0,0,3274,39,481,15,5
620,0,0,0,3274,39,481,15,5
621,0,0,0,3274,39,481,15,5
622,0,0,0,3274,39,481,15,5
623,0,0,0,3274,39,481,15,5
624,0,0,0,3274,39,481,15,5
625,0,0,0,3274,39,481,15,5
626,0,0,0,3274,39,481,15,5
627,0,0,0,3274,39,481,15,5
628,0,0,0,3274,39,481,15,5
629,0,0,0,3274,39,481,15,5
630,0,0,0,3274,39,481,15,5
631,0,0,0,3274,39,481,15,5
632,0,0,0,3274,39,481,15,5
633,0,0,0,3274,39,481,15,5
634,0,0,0,3274,39,481,15,5
635,0,0,0,3274,39,481,15,5
636,0,0,0,3274,39,481,15,5
637,0,0,0,3274,39,481,15,5
638,0,0,0,3274,39,481,15,5
639,0,0,0,3274,39,481,15,5
640,0,0,0,3274,39,481,15,5
641,0,0,0,3274,39,481,15,5
642,0,0,0,3274,39,481,15,5
643,0,0,0,3274,39,481,15,5
644,0,0,0,3274,39,481,15,5
645,0,0,0,3274,39,481,15,5
646,0,0,0,3274,39,481,15,5
647,0,0,0,3274,39,481,15,5
648,0,0,0,3274,39,481,15,5
649,0,0,0,3274,39,481,15,5
650,0,0,0,3274,39,481,15,5
651,0,0,0,3274,39,481,15,5
652,0,0,0,3274,39,481,15,5
653,0,0,0,3274,39,481,15,5
654,0,0,0,3274,39,481,15,5
655,0,0,0,3274,39,481,15,5
656,0,0,0,3274,39,481,15,5
657,0,0,0,3274,39,481,15,5
658,0,0,0,3274,39,481,15,5
659,0,0,0,3274,39,481,15,5
660,0,0,0,3274,39,481,15,5
661,0,0,0,3274,39,481,15,5
662,0,0,0,3274,39,481,15,5
663,0,0,0,3274,39,481,15,5
664,0,0,0,3274,39,481,15,5
665,0,0,0,3274,39,481,15,5
666,0,0,0,3274,39,481,15,5
667,0,0,0,3274,39,481,15,5
668,0,0,0,3274,39,481,15,5
669,0,0,0,3274,39,481,15,5
670,0,0,0,3274,39,481,15,5
671,0,0,0,3274,39,481,15,5
672,0,0,0,3274,39,481,15,5
673,0,0,0,3274,39,481,15,5
674,0,0,0,3274,39,481,15,5
675,0,0,0,3274,39,481,15,5
676,0,0,0,3274,39,481,15,5
677,0,0,0,3274,39,481,15,5
678,0,0,0,3274,39,481,15,5
679,0,0,0,3274,39,481,15,5
680,0,0,0,3274,39,481,15,5
681,0,0,0,3274,39,481,15,5
682,0,0,0,3274,39,481,15,5
683,0,0,0,3274,39,481,15,5
684,0,0,0,3274,39,481,15,5
685,0,0,0,3274,39,481,15,5
686,0,0,0,3274,39,481,15,5
687,0,0,0,3274,39,481,15,5
688,0,0,0,3274,39,481,15,5
689,0,0,0,3274,39,481,15,5
690,0,0,0,3274,39,481,15,5
691,0,0,0,3274,39,481,15,5
692,0,0,0,3274,39,481,15,5
693,0,0,0,3274,39,481,15,5
694,0,0,0,3274,39,481,15,5
695,0,0,0,3274,39,481,15,5
696,0,0,0,3274,39,481,15,5
697,0,0,0,3274,39,481,15,5
698,0,0,0,3274,39,481,15,5
699,0,0,0,3274,39,481,15,5
700,0,0,0,3274,39,481,15,5
701,0,0,0,3274,39,481,15,5
702,0,0,0,3274,39,481,15,5
703,0,0,0,3274,39,481,15,5
704,0,0,0,3274,39,481,15,5
705,0,0,0,3274,39,481,15,5
706,0,0,0,3274,39,481,15,5
707,0,0,0,3274,39,481,15,5
708,0,0,0,3274,39,481,15,5
709,0,0,0,3274,39,481,15,5
710,0,0,0,3274,39,481,15,5
